Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Title Characters,SEO Description,CONTENT (product.metafields.custom.content),GSM (product.metafields.custom.gsm),Description Characters,KNIT STYLE (product.metafields.custom.knit_style),OUNCE (product.metafields.custom.ounce),SHADE (product.metafields.custom.shade),Sustainable Blends (product.metafields.custom.sustainable_blends),FABRIC (product.metafields.custom.type),USAGE (product.metafields.custom.usage),WIDTH (product.metafields.custom.width),Folder (product.metafields.custom.folder),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
polyester-cotton-pique-3,Polyester Cotton Pique,"<p><span>A medium-weight (200 GSM) 60% cotton 40% polyester pique fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5538,1000,shopify,8,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1tdchIfrAy7cpKvOM-YMm-mpZDSzMnYiq,1,Polyester Cotton Pique,FALSE,Green Polyester Cotton Pique Fabric | Texongo,45,"Shop 200 GSM cotton polyester blend pique fabric in green by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,200,145,PIQUE,5.9,GREEN,,POLY-COTTON-PIQUE,"T---shirt-,-Tops-,-Dresses,-Co-ords,",72-inches-/-212-cm,7,,,,,,kg,,,active
polyester-cotton-pique-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ZoX04slKQHr9Xip_E_51vIjF585PgXsp,2,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pique-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1fT2LYkLQtxp18QqecO8st39Q3KqKKhKL,3,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pique-4,Polyester Cotton Pique,"<p><span>A medium-weight (186 GSM) 60% cotton 40% polyester pique fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5539,1000,shopify,19,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1blGAWUqXPXP06bu-wV37KBfqifIY53mW,1,Polyester Cotton Pique,FALSE,Navy Polyester Cotton Pique Fabric | Texongo,44,"Shop 186 GSM cotton polyester blend pique fabric in navy by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,186,144,PIQUE,5.49,NAVY,,POLY-COTTON-PIQUE,"T---shirt-,-Tops-,-Dresses,-Co-ords,",72-inches-/-212-cm,7,,,,,,kg,,,active
polyester-cotton-pique-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1jMjrL5lQ_azmgW277iF5EjAnx51GvutT,2,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pique-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1BJ9VYvthx3L4LelKi4uvxpRaS0oXOsEi,3,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pique-5,Polyester Cotton Pique,"<p><span>A medium-weight (200 GSM) 60% cotton 40% polyester pique fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5540,1000,shopify,19,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1IbWz0esyq32GzfY-S3y-9MwWz1FbZV7U,1,Polyester Cotton Pique,FALSE,Purple Polyester Cotton Pique Fabric | Texongo,46,"Shop 200 GSM cotton polyester blend pique fabric in purple by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,200,146,PIQUE,5.9,PURPLE,,POLY-COTTON-PIQUE,"T---shirt-,-Tops-,-Dresses,-Co-ords,",72-inches-/-212-cm,7,,,,,,kg,,,active
polyester-cotton-pique-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1z2Yfnyppwr1JAxqe2Qqp5by6o-2mqF-D,2,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pique-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1-MfYRhk_FrcMdFVwnYGmyvZJ46UGI1pI,3,Polyester Cotton Pique,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-9,Cotton Jacquard,"<p><span>A medium-weight (215 GSM) 100% cotton jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5541,1000,shopify,11,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1lIMS9KQM3z9LboKbGv4Zi3_3-oSCeI8n,1,Cotton Jacquard,FALSE,Cotton Jacquard 215 GSM Fabric | Texongo,40,"Shop 215 GSM 100% cotton jacquard fabric in navy by Texongo. Soft, breathable and drapey for tops, dresses, sweatshirts and premium apparel.",100%-COTTON,215,140,JACQUARD,6.34,NAVY,,COTTON-JACQUARD,"Polo,-T---shirt-,-Tops-,-sweatshirt-,-Dresses",66-inches-/-194-cm,7,,,,,,kg,,,active
cotton-jacquard-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=15M3NBcdozUeY0kalgujlu_40nknbxG5T,2,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1To8Ry1aXaEdPYD0-z_buWRCTQOBwJ3wf,3,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-single-jersey-3,Polyester Viscose Jacquard Single Jersey,"<p><span>A medium-weight (197 GSM) 60% viscose 40% polyester single jersey fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5542,1000,shopify,18,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1QQaxBfdv1qiVqP0z6Lp41_SFHJ6UmbV_,1,Polyester Viscose Jacquard Single Jersey,FALSE,Poly Viscose Jacquard Jersey Fabric | Texongo,45,"Shop 197 GSM polyester viscose blend single jersey fabric in peach by Texongo. Soft and drapey for tops, dresses, sweatshirts and premium apparel.",60%-VISCOSE-40%-POLY,197,146,SINGLE JERSEY,5.81,PEACH,,POLY-VISCOSE-JACQUARD-S/J,"T---shirt-,-Tops-,-sweatshirt-,-Dresses",62-inches-/-182-cm,7,,,,,,kg,,,active
polyester-viscose-jacquard-single-jersey-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=10YunKcD3ein5aGJ_dQR-oy6-43wlRO1w,2,Polyester Viscose Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-single-jersey-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1MPAgXsnJr40kizIgLYoo_IHfdgMM4hb6,3,Polyester Viscose Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-10,Cotton Jacquard,"<p><span>A medium-weight (208 GSM) 100% cotton jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5543,1000,shopify,13,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=16OraFBHDyZmFz25of_T6st-DYnryQR6J,1,Cotton Jacquard,FALSE,Cotton Jacquard 208 GSM Fabric | Texongo,40,"Shop 208 GSM 100% cotton jacquard fabric in black by Texongo. Soft, breathable and drapey for tops, dresses, sweatshirts and premium apparel.",100%-COTTON,208,141,JACQUARD,6.13,BLACK,,COTTON-JACQUARD,"Polo,-T---shirt-,-Tops-,-sweatshirt-,-Dresses",70-inches-/-206-cm,7,,,,,,kg,,,active
cotton-jacquard-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1i65hmRm4_dVYRehw2RVqiArkYDT_kFbH,2,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=11rJRWL3KV1vxCy2TmIex6xGJFbCoarwT,3,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-3,Cotton Jacquard Interlock,"<p><span>A medium-weight (216 GSM) 100% cotton interlock fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5545,1000,shopify,12,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1wBDF9g_ycJ5DTKytNCRqxkqaq6j3VjiA,1,Cotton Jacquard Interlock,FALSE,Cotton Jacquard Interlock Fabric | Texongo,42,"Shop 216 GSM 100% cotton interlock fabric in red black checks by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,216,149,INTERLOCK,6.37,RED-BLACK-CHECKS,,COTTON-JACQUARD-INTERLOCK,"Tops,-Dresses,-Co-ords,-Skirt,-Jumpsuit",60-inches-/-176-cm,7,,,,,,kg,,,active
cotton-jacquard-interlock-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1-Pel3CjlReMMv6XHaGqsn-HQ3erKtTPE,2,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1VnUFa9k8bLDTuh1NaxzErvv9LWk5nubi,3,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-4,Cotton Jacquard Interlock,"<p><span>A medium-weight (300 GSM) 100% cotton interlock fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5546,1000,shopify,6,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1Nwy0Q3ACtTKHNUy-MHcUOLyW15UVSYmu,1,Cotton Jacquard Interlock,FALSE,Cotton Jacquard Interlock Fabric | Texongo,42,"Shop 300 GSM 100% cotton interlock fabric in print+ stripe by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,300,146,INTERLOCK,8.85,PRINT+-STRIPE,,COTTON-JACQUARD-INTERLOCK,"Tops,-Dresses,-Co-ords,-Skirt,-Jumpsuit",86-inches-/-253-cm,7,,,,,,kg,,,active
cotton-jacquard-interlock-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=13mmoWpAcrsAud_y2KNB9wVs12RDCuA7d,2,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1u9veKU74E902Iqwda5uKH0Yua6V_TDso,3,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-stripe-10,Cotton Single Jersey Stripe,"<p><span>A medium-weight (155 GSM) 100% cotton single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5548,1000,shopify,18,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1HZYbO61gkbnrHnPv3tQ-lcHTCPMN1G8e,1,Cotton Single Jersey Stripe,FALSE,Black White Cotton Jersey Stripe Fabric | Texongo,49,"Shop 155 GSM 100% cotton single jersey fabric in black white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,155,148,SINGLE JERSEY,4.57,BLACK-WHITE,,COTTON-S/J-STRIPE,"Tops,-Dresses,-Co-ords,-Skirt,-Jumpsuit",62-inches-/-182-cm,7,,,,,,kg,,,active
cotton-single-jersey-stripe-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1vp7X3B7icw2oGYaYQRXxiR75OWfGMwd5,2,Cotton Single Jersey Stripe,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-stripe-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1z1MUZej80LH5cWAQ0bzo0YeFTZRkDOJB,3,Cotton Single Jersey Stripe,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-5,Cotton Jacquard Interlock,"<p><span>A medium-weight (245 GSM) 100% cotton interlock fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5549,1000,shopify,11,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=10dqbb1naq6gepA0PxmEeZkotcB3arRKw,1,Cotton Jacquard Interlock,FALSE,Cotton Jacquard Interlock Fabric | Texongo,42,"Shop 245 GSM 100% cotton interlock fabric in white black checks by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,245,146,INTERLOCK,7.23,WHITE-BLACK-CHECKS,,COTTON-JACQUARD-INTERLOCK,"Sweatshirt,-T-shirt-,-Tops,-Co--ords,-Dresses",55-inches-/-162-cm,7,,,,,,kg,,,active
cotton-jacquard-interlock-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1d5uTztC594rf7mclVcqkA_HFMUgH9gAL,2,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=11CFocMalgWi_Kzqnv0dHts0d3eNC-AFD,3,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-stripe-11,Cotton Single Jersey Stripe,"<p><span>A medium-lightweight (140 GSM) 100% cotton single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5550,1000,shopify,13,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1Kw8SNJCQ2d_uRqG1M2Jj1Sc8dA6vcqPh,1,Cotton Single Jersey Stripe,FALSE,Spacedyed Cotton Jersey Stripe Fabric | Texongo,47,"Shop 140 GSM 100% cotton single jersey fabric in spacedyed stripe by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,140,141,SINGLE JERSEY,4.13,SPACEDYED-STRIPE,,COTTON-S/J-STRIPE,"Tops,-Dresses,-Co-ords,-Skirt,-Jumpsuit",56-inches-/-165-cm,7,,,,,,kg,,,active
cotton-single-jersey-stripe-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=182BAEvky_8N6oivoMLmEhiLm6XcZCpx7,2,Cotton Single Jersey Stripe,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-stripe-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=13XVfMESKcFL9FwmVy56BSAaBrwCfXdw_,3,Cotton Single Jersey Stripe,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-15,Cotton Jacquard Single Jersey,"<p><span>A medium-weight (208 GSM) 100% cotton single jersey fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5551,1000,shopify,28,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1RV5v2BVEkpVtT5rL4BKPnAVx6mpD3X5e,1,Cotton Jacquard Single Jersey,FALSE,Green Cotton Jacquard Jersey Fabric | Texongo,45,"Shop 208 GSM 100% cotton single jersey fabric in green by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,208,142,SINGLE JERSEY,6.13,GREEN,,COTTON-JACQUARD-S/J,"Sweatshirt,-T-shirt-,-Tops,-Co--ords,-Dresses",62-inches-/-182-cm,7,,,,,,kg,,,active
cotton-jacquard-single-jersey-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1gJXqMAhsKYUIF6oSx_RSnPzisyjdtg75,2,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1-ecVHh5OU6wWITca687NzTTat85ZQ9va,3,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-spandex-2x2-rib,Cotton Spandex 2x2 Rib,"<p><span>A medium-weight (450 GSM) 95% cotton 5% spandex rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,SCH5553,1000,shopify,6,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1jc1tMpJ0L4a9fR0MsxMAXhFOVl1TuY4V,1,Cotton Spandex 2x2 Rib,FALSE,Cotton Spandex 2x2 Rib 450 GSM | Texongo,40,"Shop 450 GSM cotton spandex blend rib fabric in light grey melange by Texongo. Soft and drapey for tops, co-ords, hoodies and premium apparel.",95%-COTTON-5%-LYCRA,450,142,RIB,13.27,LIGHT-GREY-MELANGE,,COTTON-LYCRA-2X2-RIB,"Top,-Co-ords,-dreesses,-skirt,-Hoodie",23-inches-/-68-cm,7,,,,,,kg,,,active
cotton-spandex-2x2-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1eBu5V0GR7aSFTZgRM2TAyuoydY8fTyUa,2,Cotton Spandex 2x2 Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-spandex-2x2-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ugtszLvsWg4_r1UACbJFYpznueY1uobH,3,Cotton Spandex 2x2 Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-pique-jacquard,Cotton Pique Jacquard,"<p><span>A medium-weight (206 GSM) 100% cotton jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,W5547,1000,shopify,34.5,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1T_cbYkW0UVgPJcjSO1pkf75gKmhhPiqV,1,Cotton Pique Jacquard,FALSE,White Cotton Pique Jacquard Fabric | Texongo,44,"Shop 206 GSM 100% cotton jacquard fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, sweatshirts and premium apparel.",100%-COTTON,206,141,JACQUARD,6.08,WHITE,,COTTON-PIQUE-JACQUARD,"T---shirt-,-Tops-,-sweatshirt-,-Dresses",90-inches-/-265-cm,7,,,,,,kg,,,active
cotton-pique-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1jXL-wug5JTAVVR9iCHVeJfts_C59EbbQ,2,Cotton Pique Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-pique-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1_D4PiOvRww23pJZHghu28w5inKysE04v,3,Cotton Pique Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-rice-knit,Cotton Rice Knit,"<p><span>A medium-weight (235 GSM) 100% cotton rice knit fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,AW71,1000,shopify,18,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1jCsTV7BvyPDtMmdhuMErz4mqyI7MDk7b,1,Cotton Rice Knit,FALSE,Dark Purple Cotton Rice Knit Fabric | Texongo,45,"Shop 235 GSM 100% cotton rice knit fabric in dark purple by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,235,144,RICE KNIT,6.93,DARK-PURPLE,,COTTON-RICE-KNIT,"Top-,-Dresses,-Joggers,--Skirt,-Co-ords,-Lining",45-inches-/-132-cm,8,,,,,,kg,,,active
cotton-rice-knit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Yz-BDJRWJFzqES-nZ02UrVZ9vrKgwlaN,2,Cotton Rice Knit,,,,,,,,,,,,,,,,,,,,,,,,
cotton-rice-knit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1S0e6XffUjCppNWURYK7r7rNlYm0Ysmz4,3,Cotton Rice Knit,,,,,,,,,,,,,,,,,,,,,,,,
1x1-rib-stripe,1x1 Rib Stripe,"<p><span>A medium-weight (270 GSM) 100% cotton rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,B601R125,1000,shopify,12,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1149sHprS8U2-rn9nAGcGyUUYeYsCl7oT,1,1x1 Rib Stripe,FALSE,Black And Grey 1x1 Rib Stripe Fabric | Texongo,46,"Shop 270 GSM 100% cotton rib fabric in black and grey by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,270,141,RIB,7.96,BLACK-&-GREY,,1X1-RIB-STRIPE,"Top-,-Dresses,-Joggers,--Skirt,-Co-ords",20-inches-/-59-cm,8,,,,,,kg,,,active
1x1-rib-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1bv3ecKbbifMmueO4Q1bRUmhDxCUFeRaT,2,1x1 Rib Stripe,,,,,,,,,,,,,,,,,,,,,,,,
1x1-rib-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ascmHmna_ZCXJXmbNgvPCVHkGnxrBoQB,3,1x1 Rib Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-wool-single-jersey,Polyester Wool Single Jersey,"<p><span>A medium-weight (185 GSM) 80% polyester 20% wool single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,G4K5S152,1000,shopify,11,continue,manual,1599,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1PLlqzqwqkNjPa_OshxBSyIT9KX8Ri4Qr,1,Polyester Wool Single Jersey,FALSE,Light Blue Poly Wool Jersey Fabric | Texongo,44,"Shop 185 GSM polyester wool blend single jersey fabric in light blue by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",80%-POLY-20%-WOOL,185,144,SINGLE JERSEY,5.46,LIGHT-BLUE,,POLY-WOOL-SINGLE-JERSEY,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Joggers",36-inches-/-106-cm,8,,,,,,kg,,,active
polyester-wool-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1IvveGN8NWMm6DomZT4ehntZs5SJnuVUW,2,Polyester Wool Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-wool-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1UIuMk7d4kBjIcUxP2LE1uJaBjA9CZv6L,3,Polyester Wool Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-wool-single-jersey-2,Polyester Wool Single Jersey,"<p><span>A medium-weight (185 GSM) 80% polyester 20% wool single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,G4K5S153,1000,shopify,13,continue,manual,1599,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1gpk7XM9iR61UOypY959trkrVPtvPpjMd,1,Polyester Wool Single Jersey,FALSE,Maroon Poly Wool Jersey Fabric | Texongo,40,"Shop 185 GSM polyester wool blend single jersey fabric in maroon by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",80%-POLY-20%-WOOL,185,140,SINGLE JERSEY,5.46,MAROON,,POLY-WOOL-SINGLE-JERSEY,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Joggers",36-inches-/-106-cm,8,,,,,,kg,,,active
